method,time_years,relative_energy_error
ias15,2.235719826592522,2.1517194717097983e-15
ias15,2.239837174339475,2.7385520549033795e-15
ias15,2.243954522086428,2.1517194717097983e-15
ias15,2.248071869833381,5.672714970871286e-15
ias15,2.2521892175803337,1.564886888516217e-15
ias15,2.2563065653272867,2.7385520549033795e-15
ias15,2.2604239130742396,2.7385520549033795e-15
ias15,2.2645412608211926,1.3692760274516897e-15
ias15,2.2686586085681455,1.3692760274516897e-15
ias15,2.2727759563150984,3.520995499161488e-15
ias15,2.2768933040620514,2.7385520549033795e-15
ias15,2.2810106518090043,3.716606360226015e-15
ias15,2.2851279995559572,3.716606360226015e-15
ias15,2.28924534730291,2.934162915967907e-15
ias15,2.293362695049863,1.564886888516217e-15
ias15,2.297480042796816,4.303438943419597e-15
ias15,2.301597390543769,1.3692760274516897e-15
ias15,2.305714738290722,3.129773777032434e-15
ias15,2.309832086037675,3.9122172212905424e-16
ias15,2.313949433784628,1.1736651663871627e-15
ias15,2.3180667815315807,2.5429411938388524e-15
ias15,2.3221841292785337,4.890271526613178e-15
ias15,2.3263014770254866,1.3692760274516897e-15
ias15,2.3304188247724396,3.716606360226015e-15
ias15,2.3345361725193925,7.824434442581085e-16
ias15,2.3386535202663454,2.7385520549033795e-15
ias15,2.3427708680132984,2.934162915967907e-15
